Track,Engine,FinishTime,TopSpeedReached,TimeTo30,TimeTo60,CheckPoint1,CheckPoint2,CheckPoint3,CheckPoint2_66
ComplexTrack,Bayes,27.2,68.12,4.24,15.43,10.53,20.13,24.82,0
StraightTrack,Bayes,17.54,65.02,4.26,14.21,7.48,11.39,14.84,1
OvalTrack,Gauss,23.69,78.4,4.65,11.4,9.63,14.88,21.09,1
OvalTrack,Nightingale,29.59,65.72,5.4,20.13,14.4,15.31,16.48,1
StraightTrack,Bayes,17.52,65.72,4.31,14.16,7.5,11.53,14.92,1
OvalTrack,Bayes,23.68,70.09,4.25,13.62,9.83,15.67,21.67,0
ComplexTrack,Bayes,28.43,69.07,4.26,15.67,11.36,20.88,24.95,0
OvalTrack,Bayes,23,69.51,4.26,13.63,9.63,15.48,21.21,0
OvalTrack,Gauss,27.05,77.17,4.69,11.38,9.61,14.98,23.12,1
ComplexTrack,Bayes,27.21,68.4,4.25,15.03,10.73,19.69,23.69,0
ComplexTrack,Nightingale,27.36,72.4,5.43,15.95,11.62,20.36,23.98,0
ComplexTrack,Nightingale,27.28,72.63,5.43,15.8,11.9,20.49,23.95,0
StraightTrack,Gauss,19.04,78.15,7.17,13.75,10.13,13.83,16.81,0
OvalTrack,Gauss,21.75,78.09,4.64,11.33,9.61,14.78,19.9,0
ComplexTrack,Nightingale,30.58,66.44,5.45,21.23,11.99,22.36,26.45,0
OvalTrack,Bayes,23.93,70.15,4.27,13.65,9.88,15.86,21.9,0
OvalTrack,Gauss,22.79,78.18,4.63,11.41,9.81,15.01,20.74,1
ComplexTrack,Gauss,27.85,72.96,4.65,12.09,11.06,19.6,23.77,0
ComplexTrack,Gauss,28.15,75.15,4.73,14.69,11.26,20.37,24.55,0
ComplexTrack,Bayes,27.61,67.76,4.24,15.06,10.86,20.08,23.89,0
StraightTrack,Gauss,19.12,67.83,4.67,16.66,7.75,12.56,16.38,1
ComplexTrack,Gauss,26.61,77.61,4.65,12.02,10.8,19.36,23.28,0
StraightTrack,Nightingale,18.58,69.03,5.98,14.84,8.68,12.74,16.06,0
OvalTrack,Gauss,25.44,75.59,3.78,13.12,6.98,10.24,12.91,1
StraightTrack,Nightingale,18.1,69.16,5.42,14.31,8.27,12.3,15.62,0
OvalTrack,Bayes,22.93,69.74,4.27,13.58,9.45,15.23,20.89,0
StraightTrack,Bayes,17.24,66.32,4.29,13.4,7.48,11.34,14.67,1
OvalTrack,Nightingale,23.55,74.89,5.44,14.57,10.47,16.24,21.64,0
OvalTrack,Gauss,27.76,75.73,6.84,13.61,11.9,17.13,25.17,1
ComplexTrack,Gauss,27.93,71.87,4.65,13.57,11.01,19.54,23.85,0
OvalTrack,Nightingale,25.71,67.22,5.48,15.23,10.5,16.43,23.39,1
ComplexTrack,Gauss,30.74,70.68,5.3,22,12.13,23.07,27.07,0
StraightTrack,Nightingale,18.74,65.83,5.6,15.56,8.52,12.76,16.17,0
OvalTrack,Nightingale,25,68.98,5.8,16.34,10.72,16.87,22.95,0
ComplexTrack,Gauss,27.67,72.55,4.68,16.39,10.82,20.47,24.22,0
OvalTrack,Bayes,23.46,69.89,4.24,13.66,9.71,15.66,21.44,0
OvalTrack,Gauss,22.98,77.54,4.63,11.4,9.96,15.36,20.82,0
OvalTrack,Bayes,23.72,65.87,4.27,13.82,9.48,15.2,21.06,1
ComplexTrack,Gauss,27.13,77.47,4.66,12.74,11.16,20.11,23.74,0
StraightTrack,Gauss,18.23,72.01,3.78,8.7,6.99,10.28,13.56,1
StraightTrack,Bayes,17.28,66.15,4.25,13.54,7.45,11.37,14.69,1
ComplexTrack,Nightingale,28.32,70.54,5.49,15.91,11.73,20.83,24.43,0
ComplexTrack,Nightingale,27.07,72.71,5.44,16.71,11.44,20.23,23.84,0
StraightTrack,Gauss,18.61,68.81,5.08,11.68,7.94,11.66,14.68,1
StraightTrack,Bayes,17.22,66.22,4.26,13.37,7.46,11.34,14.65,1
ComplexTrack,Nightingale,26.92,71.94,5.43,15.72,11.36,20,23.57,0
StraightTrack,Bayes,17.31,66.32,4.35,13.48,7.56,11.41,14.73,1
ComplexTrack,Bayes,27.92,66.55,4.26,15.68,10.92,20.14,24.28,0
ComplexTrack,Gauss,29.45,75.81,4.66,11.98,11.01,19.83,25.2,0
ComplexTrack,Gauss,29.33,64.88,3.74,16.54,10.16,19.94,23.94,0
ComplexTrack,Gauss,27.52,75.04,3.74,13.8,9.59,18.48,22.2,0
OvalTrack,Bayes,27.66,66.35,6.34,15.84,11.49,17.77,24.46,1
OvalTrack,Bayes,22.88,69.65,4.28,13.63,9.4,15.11,20.82,0
ComplexTrack,Nightingale,27.87,73.95,5.49,17.45,11.49,20.89,24.63,0
ComplexTrack,Bayes,27.18,66.51,4.27,15.21,10.4,19.62,23.62,0
OvalTrack,Gauss,25.18,69.7,3.76,17.4,9.2,15.93,22.89,1
OvalTrack,Bayes,23.57,70,4.29,13.63,9.7,15.69,21.55,0
StraightTrack,Gauss,17.5,78.38,5.59,12.12,8.63,12.28,15.27,0
StraightTrack,Nightingale,18.11,69.35,5.47,14.31,8.26,12.3,15.61,0
ComplexTrack,Nightingale,27.7,74.98,5.55,16.82,11.55,21,24.43,0
ComplexTrack,Gauss,30.63,67.51,4.66,19.27,10.96,21.12,25.07,0
OvalTrack,Gauss,22.32,75.6,3.76,8.86,9,14.56,20.05,1
StraightTrack,Gauss,20.78,72.91,4.64,11.2,7.72,11.38,14.36,1
ComplexTrack,Nightingale,28.2,70.6,5.45,16.01,10.72,20.67,24.31,0
ComplexTrack,Nightingale,28.16,71.42,5.45,16.12,11.86,20.92,24.5,0
OvalTrack,Nightingale,27.36,69.41,6.7,15.76,11.54,17.47,24.41,1
StraightTrack,Nightingale,19.23,69,6.54,15.39,9.39,13.41,16.7,0
ComplexTrack,Nightingale,29.2,68.29,5.46,19.58,10.45,18.9,22.17,1
OvalTrack,Nightingale,24.61,69.91,5.49,14.68,10.45,16.38,22.51,0
ComplexTrack,Nightingale,27.85,70.45,5.49,16.12,11.43,20.4,24.41,0
ComplexTrack,Gauss,27.33,78.43,4.69,11.81,11.11,19.94,24.09,0
ComplexTrack,Nightingale,28.02,71.92,5.46,15.78,11.55,20.41,24.59,0
OvalTrack,Gauss,29.03,69.71,3.75,27.17,9.48,17.81,26.65,1
StraightTrack,Bayes,17.33,66.13,4.28,13.65,7.45,11.41,14.73,1
ComplexTrack,Gauss,27.24,76.68,4.67,11.94,10.81,19.75,23.9,0
ComplexTrack,Nightingale,27.86,72.87,5.54,16.14,11.48,20.59,24.21,0
OvalTrack,Gauss,22.78,75.06,5.39,13.74,8.46,14.16,20.59,1
StraightTrack,Bayes,17.24,66.12,4.26,13.38,7.46,11.35,14.65,1
OvalTrack,Bayes,24.89,67.41,4.25,18.56,9.41,16.41,22.73,1
StraightTrack,Nightingale,18.11,69.23,5.42,14.29,8.28,12.3,15.63,0
ComplexTrack,Bayes,28.61,68.2,4.24,15.61,10.96,20.63,24.91,0
ComplexTrack,Nightingale,30.94,66.77,5.47,21.57,11.68,22.48,26.71,0
StraightTrack,Nightingale,18.33,69.43,5.64,14.51,8.5,12.51,15.83,0
OvalTrack,Bayes,23.6,65.62,4.25,13.61,9.45,15.13,21.28,1
StraightTrack,Bayes,17.69,66.07,4.73,13.87,7.95,11.8,15.11,0
ComplexTrack,Bayes,26.65,68.54,4.26,15.18,10.47,19.35,23.11,0
StraightTrack,Nightingale,18.08,69.34,5.44,14.29,8.28,12.28,15.61,0
OvalTrack,Bayes,22.98,68.63,4.26,13.57,9.66,15.35,21.15,0
ComplexTrack,Nightingale,28.2,73.73,5.44,16.01,11.72,20.99,24.7,0
ComplexTrack,Gauss,27.93,70.71,4.65,12.44,10.6,19.4,23.97,0
ComplexTrack,Nightingale,27.98,74.65,5.45,15.79,9.78,18.02,20.18,1
OvalTrack,Gauss,24.69,76.41,4.63,11.35,9.82,15.2,22.35,1
OvalTrack,Nightingale,23.46,75.69,5.41,14.46,10.4,16.15,21.56,0
StraightTrack,Nightingale,18.12,69.4,5.42,14.3,8.27,12.3,15.62,0
OvalTrack,Nightingale,27.81,68.67,5.45,14.65,10.63,16.58,24.73,1
StraightTrack,Nightingale,18.82,69.01,6.4,15.21,8.86,12.93,16.31,0
ComplexTrack,Bayes,27.69,67.8,4.25,15.82,11.05,20.29,24.2,0
OvalTrack,Gauss,27.87,74.13,4.65,11.39,9.69,14.86,25.21,1
ComplexTrack,Gauss,30.49,67.15,4.68,19.62,10.99,21.83,26.37,0
ComplexTrack,Bayes,28.3,65.46,4.25,15.6,10.7,20.07,24.36,0
OvalTrack,Gauss,25.88,68.76,4.66,15.25,9.54,15.68,23.33,1
ComplexTrack,Nightingale,27.63,76.03,5.47,15.82,11.68,20.73,24.45,0
ComplexTrack,Bayes,27.8,66.89,4.24,15.37,10.75,19.98,23.88,0
ComplexTrack,Bayes,27.59,66.98,4.27,15.3,10.83,19.94,23.88,0
OvalTrack,Bayes,25.43,67.03,4.24,13.67,6.96,10.26,12.93,1
OvalTrack,Nightingale,23.5,75.37,5.44,14.59,10.34,16.07,21.61,0
StraightTrack,Gauss,17.39,72.76,4.91,13.65,7.86,11.6,14.94,0
OvalTrack,Bayes,24.53,69.11,4.26,13.63,9.85,15.78,22.11,1
StraightTrack,Nightingale,18.11,69.37,5.41,14.28,8.26,12.29,15.61,0
OvalTrack,Bayes,23.81,65.49,4.24,13.84,9.64,15.41,21.61,1
OvalTrack,Nightingale,24.05,76,5.42,14.45,14.85,16.18,22.14,0
ComplexTrack,Gauss,27.86,76.88,4.68,16.2,12.23,21.14,24.73,0
OvalTrack,Gauss,23.88,78.04,4.65,11.36,9.52,14.66,21.02,1
StraightTrack,Bayes,17.22,66.09,4.25,13.51,7.45,11.32,14.65,1
OvalTrack,Nightingale,28.3,67.36,5.5,16.17,6.98,10.23,13.12,1
StraightTrack,Gauss,17.26,77.99,5.32,11.87,8.37,12.04,15.02,0
OvalTrack,Gauss,28.61,77.38,4.63,11.39,9.88,15.04,25.18,1
ComplexTrack,Nightingale,31.13,66.25,5.46,19.83,12.23,22.47,26.89,0
OvalTrack,Nightingale,23.47,75.64,5.4,14.48,10.59,16.25,21.57,0
OvalTrack,Gauss,23.47,76.32,4.64,11.41,9.74,14.99,21.27,1
StraightTrack,Nightingale,18.58,69.25,5.89,14.75,8.74,12.76,16.05,0
ComplexTrack,Nightingale,27.2,73.75,5.45,15.58,11.51,20.27,23.97,0
StraightTrack,Nightingale,18.11,68.99,5.4,14.3,8.27,12.29,15.61,0
ComplexTrack,Nightingale,26.98,72.5,5.44,15.82,11.34,20.1,23.6,0
StraightTrack,Nightingale,18.52,69.39,5.84,14.78,8.71,12.73,16.07,0
StraightTrack,Nightingale,18.16,68.97,5.44,14.32,8.31,12.33,15.62,0
StraightTrack,Bayes,17.22,66.3,4.25,13.4,7.48,11.34,14.65,1
OvalTrack,Bayes,23.84,70.17,4.25,13.62,10.2,16.31,22.09,0
StraightTrack,Gauss,25.84,78.27,13.89,20.46,16.96,20.64,23.61,0
StraightTrack,Gauss,17.45,73.45,4.66,12.56,7.95,11.85,15.01,0
StraightTrack,Nightingale,18.24,67.24,5.45,14.34,8.3,12.32,15.64,0
StraightTrack,Bayes,17.78,66.26,4.91,14.08,8.08,11.98,15.25,0
StraightTrack,Gauss,25.08,77.91,13.33,19.88,16.09,19.82,22.84,0
StraightTrack,Nightingale,18.11,69.3,5.4,14.28,8.24,12.27,15.61,0
ComplexTrack,Bayes,27.4,67.96,4.26,14.98,10.97,19.99,23.73,0
OvalTrack,Gauss,24.88,73.62,3.73,8.76,8.25,12.28,15.6,1
StraightTrack,Nightingale,18.1,69.23,5.42,14.32,8.23,12.3,15.62,0
ComplexTrack,Nightingale,30.02,66.01,5.58,20.19,11.85,21.44,25.86,0
ComplexTrack,Gauss,26.52,77.07,4.68,12.49,10.59,18.95,23,0
ComplexTrack,Gauss,29.95,65.88,3.76,9.54,10.53,21.56,26.31,0
OvalTrack,Gauss,23.5,70.48,4.66,11.38,9.58,14.81,21.26,1
ComplexTrack,Nightingale,27.37,74.12,5.49,15.66,11.47,20.4,23.95,0
OvalTrack,Bayes,23.46,66.13,4.23,13.77,9.63,15.48,21.21,1
StraightTrack,Gauss,17.62,77.39,5.62,12.74,8.61,12.34,15.33,0
OvalTrack,Nightingale,27.18,66.69,5.47,22.18,7.01,10.3,13,1
StraightTrack,Bayes,17.29,66.13,4.31,13.5,8.45,12.47,15.78,0
StraightTrack,Nightingale,18.56,67.36,5.42,15.86,8.33,12.45,15.95,0
ComplexTrack,Bayes,27.73,67.41,4.25,15.25,10.71,19.96,23.91,0
StraightTrack,Gauss,18.3,71.04,4.68,13.74,7.78,12.03,15.31,1
StraightTrack,Nightingale,18.19,69.3,5.51,14.46,8.34,12.35,15.71,0
StraightTrack,Gauss,18.12,77.46,6.54,13.13,8.96,12.81,15.86,0
ComplexTrack,Gauss,30.74,72.64,4.75,11.66,10.95,21.06,24.61,0
OvalTrack,Bayes,23.51,67.93,4.33,13.72,9.58,15.35,21.11,1
OvalTrack,Gauss,26.59,72.64,3.77,15.92,8.81,13.3,16.75,1
ComplexTrack,Nightingale,30.37,67.09,5.44,15.73,11.8,20.74,26.09,0
ComplexTrack,Bayes,28.38,66.54,4.48,17.27,7.37,10.64,13.26,1
ComplexTrack,Gauss,27.17,78.42,4.67,12.06,10.64,18.75,22.09,0
StraightTrack,Bayes,18.42,66.32,5.44,14.57,8.66,12.54,15.84,0
StraightTrack,Bayes,17.23,66.1,4.28,13.63,9.35,11.3,14.64,1
ComplexTrack,Bayes,28.15,67.24,4.25,17.65,10.95,20.4,24.35,0
StraightTrack,Nightingale,18.11,69.4,5.41,14.29,8.27,12.29,15.61,0
ComplexTrack,Gauss,26.89,71.38,4.74,12.38,10.73,19.42,23.41,0
ComplexTrack,Bayes,26.95,67.16,4.26,15.26,10.5,19.59,23.38,0
ComplexTrack,Nightingale,27.19,75.41,5.46,15.54,11.5,20.28,23.99,0
OvalTrack,Nightingale,24.08,75.43,5.46,14.56,7.13,10.42,13.06,1
OvalTrack,Gauss,23.85,74.91,4.7,11.46,9.71,15.04,21.71,1
StraightTrack,Gauss,19.35,78.47,7.4,13.98,10.48,14.15,17.13,0
OvalTrack,Gauss,27.27,72.26,3.8,8.82,14.64,16.02,24.77,1
StraightTrack,Bayes,17.22,65.84,4.26,13.4,7.45,11.3,14.63,1
StraightTrack,Bayes,20.09,66.29,7.14,16.25,10.32,14.2,17.51,0
OvalTrack,Bayes,23.74,69.53,4.34,13.74,9.7,15.58,21.71,1
StraightTrack,Nightingale,20.39,66.59,6.21,15.26,8.43,12.75,16.2,1
StraightTrack,Bayes,17.53,65.21,4.63,13.7,7.06,10.32,13,1
StraightTrack,Nightingale,18.11,69.23,5.41,14.29,8.28,12.29,15.61,0
StraightTrack,Bayes,17.22,65.27,4.28,13.39,7.45,11.31,14.63,1
OvalTrack,Gauss,25.32,76.5,3.8,8.73,9.03,14.21,22.7,1
ComplexTrack,Gauss,28.84,69.15,3.84,9.14,10.03,15.53,22.25,1
OvalTrack,Nightingale,24.28,75.8,5.7,14.86,10.76,16.69,22.38,0
ComplexTrack,Bayes,28.21,67.95,4.25,15.98,10.99,20.35,24.52,0
OvalTrack,Gauss,24.49,78.12,5.09,11.83,10.29,15.71,22.33,1
StraightTrack,Nightingale,18.14,69.37,5.44,14.32,8.3,12.32,15.64,0
OvalTrack,Bayes,24.45,69.35,4.28,15.35,9.86,16.09,22.44,1
OvalTrack,Nightingale,24.56,76.73,5.5,14.54,10.78,16.72,22.63,0
ComplexTrack,Nightingale,27.32,76.4,5.41,15.53,11.65,20.56,24.21,0
OvalTrack,Bayes,23.93,68.83,4.28,13.62,9.78,15.71,21.76,1
OvalTrack,Bayes,23.77,69.89,4.25,13.62,9.83,15.76,21.76,0
StraightTrack,Nightingale,18.12,69.4,5.41,14.3,8.28,12.3,15.62,0
StraightTrack,Bayes,17.39,65.78,4.27,13.88,7.49,11.47,14.81,1
OvalTrack,Nightingale,24.54,72.6,5.44,14.56,10.73,16.62,22.31,0
OvalTrack,Bayes,25.06,65.21,4.99,14.5,10.36,16.17,22.73,1
ComplexTrack,Bayes,28.54,68.66,4.26,15.46,11.13,20.54,24.33,0
OvalTrack,Nightingale,23.93,76.11,5.41,14.56,10.59,16.41,22.06,0
StraightTrack,Nightingale,17.93,69.1,5.45,14.46,8.23,12.21,15.44,0
OvalTrack,Gauss,29.01,72.87,4.67,11.44,9.8,15.06,25.94,1
StraightTrack,Bayes,20.88,66.31,7.91,17.03,11.12,14.99,18.29,0
ComplexTrack,Bayes,27.93,66.54,4.24,15.57,10.53,19.99,23.72,0
ComplexTrack,Gauss,29.31,67.3,4.69,12.66,10.93,20.35,24.9,0
StraightTrack,Bayes,17.23,66.09,4.27,13.41,7.46,11.36,14.64,1
ComplexTrack,Nightingale,27.96,73.32,5.41,16.68,11.91,21.43,25.77,0
OvalTrack,Nightingale,23.71,75.13,5.43,14.52,10.35,16.16,21.74,0
StraightTrack,Bayes,17.23,66.12,4.27,13.4,7.49,11.35,14.66,1
ComplexTrack,Nightingale,28.6,74.37,5.44,15.96,11.98,21.38,25.08,0
ComplexTrack,Bayes,26.99,68.21,4.28,15.04,10.59,19.62,23.5,0
StraightTrack,Bayes,17.36,65.84,4.25,13.82,7.45,11.31,14.76,1
OvalTrack,Nightingale,26.63,69.48,6.62,15.73,12.06,17.84,24.31,0
StraightTrack,Nightingale,18.14,69.42,5.49,14.35,8.27,12.32,15.61,0
ComplexTrack,Nightingale,30.8,67.07,5.52,21.41,11.78,22.37,26.4,0
ComplexTrack,Bayes,27.36,68.44,4.28,15.62,10.89,20.07,23.85,0
ComplexTrack,Nightingale,28.51,73.4,5.42,16.53,11.97,21.32,25.11,0
ComplexTrack,Gauss,30.93,65.79,4.66,21.59,10.82,21.75,25.92,0
OvalTrack,Bayes,23.8,68.75,4.26,13.91,9.98,15.81,21.71,0
OvalTrack,Bayes,24.57,69.85,5.01,14.4,10.55,16.5,22.6,0
OvalTrack,Bayes,23.7,70.04,4.27,13.66,9.79,15.82,21.67,0
ComplexTrack,Gauss,28.25,77.3,4.66,16.11,11.83,20.91,24.27,0
StraightTrack,Nightingale,18.12,69.2,5.42,14.3,8.27,12.3,15.62,0
OvalTrack,Bayes,23.01,69.71,4.28,13.66,9.46,15.25,21.05,0
StraightTrack,Gauss,26.28,72.42,3.76,10.43,15.32,16.64,18.24,1
ComplexTrack,Nightingale,27.9,70.86,5.48,15.91,11.44,20.46,24.3,0
ComplexTrack,Gauss,29.1,70.33,4.69,16.97,11.05,20.82,24.97,0
StraightTrack,Nightingale,18.12,69.4,5.41,14.29,8.26,12.29,15.62,0
StraightTrack,Gauss,18.15,78.32,6.28,12.83,9.2,12.83,15.91,0
OvalTrack,Nightingale,25.77,75.93,5.41,16.38,11.62,17.69,23.86,0
OvalTrack,Bayes,23.18,69.78,4.25,13.7,9.52,15.33,21.1,0
ComplexTrack,Nightingale,29.04,67.85,5.43,16.5,11.88,21.22,25.29,0
OvalTrack,Nightingale,26.39,73.53,5.91,15.05,11.18,17.12,22.94,1
StraightTrack,Gauss,17.22,75.53,4.66,13.02,7.73,11.67,14.88,0
ComplexTrack,Gauss,26.74,74.22,4.69,12.02,10.42,18.7,22.7,0
OvalTrack,Nightingale,24.25,75.91,5.41,14.5,10.68,16.67,22.35,0
ComplexTrack,Bayes,28.34,66.02,4.26,15.67,10.58,20.2,24.53,0
OvalTrack,Nightingale,28.08,70,7.9,22.97,13.22,19.7,26.03,0
ComplexTrack,Bayes,28.5,65.18,4.31,17.15,10.52,20.31,24.63,0
StraightTrack,Gauss,20.19,76.67,8.44,15.53,10.78,14.79,17.91,0
ComplexTrack,Nightingale,27.2,75.23,5.45,16.01,11.62,20.44,24.03,0
ComplexTrack,Gauss,28.31,78.04,3.73,9.03,10.16,19.94,23.94,0
StraightTrack,Bayes,17.24,65.08,4.24,13.64,7.44,11.36,14.68,1
OvalTrack,Bayes,23.8,70.24,4.25,13.54,9.73,15.65,21.79,1
OvalTrack,Nightingale,24,75.92,5.38,14.48,10.58,16.62,22.13,0
StraightTrack,Bayes,17.24,65.4,4.24,13.41,7.44,11.31,14.63,1
StraightTrack,Nightingale,18.13,69.4,5.41,14.29,8.29,12.31,15.62,0
ComplexTrack,Gauss,28.69,73.54,4.64,14.71,10.86,19.76,23.73,0
ComplexTrack,Nightingale,27.48,72.71,5.42,15.69,11.47,20.34,23.85,0
StraightTrack,Gauss,24.57,78.24,5.07,18.04,16.13,19.49,22.33,0
StraightTrack,Bayes,17.29,66.12,4.34,13.45,7.53,11.41,14.72,1
OvalTrack,Gauss,27.69,77.19,4.67,11.44,9.75,15.17,24.61,1
ComplexTrack,Bayes,28.45,66.96,4.29,15.51,10.87,20.49,24.75,0
StraightTrack,Nightingale,18.87,66.71,5.42,16.5,8.27,12.65,16.24,0
ComplexTrack,Nightingale,29.63,69.48,5.63,18.92,7.45,11.37,14.69,1
OvalTrack,Gauss,21.88,75.77,4.63,11.43,9.68,14.78,19.96,0
OvalTrack,Bayes,23.21,69.74,4.26,13.68,19.53,20.68,21.19,0
OvalTrack,Gauss,25.92,78.17,3.81,8.81,14.39,15.97,24,1
ComplexTrack,Nightingale,27.3,73.32,5.44,15.7,11.42,20.24,23.89,0
OvalTrack,Bayes,24.33,69.31,4.44,13.76,10.29,15.94,22.3,1
ComplexTrack,Gauss,28.94,69.72,4.66,16.73,10.75,20.68,24.92,0
OvalTrack,Gauss,22.75,78.44,4.67,11.39,9.69,14.98,20.63,1
StraightTrack,Gauss,17.82,72.8,4.72,14.45,7.76,11.91,15.34,0
OvalTrack,Nightingale,26.28,69.18,5.44,14.85,10.61,16.66,23.73,1
StraightTrack,Nightingale,18.22,69.1,5.45,14.51,8.27,12.38,15.71,0
StraightTrack,Nightingale,18.12,69.06,5.42,14.29,8.27,12.3,15.61,0
OvalTrack,Bayes,23.1,69.76,4.22,13.54,9.44,15.4,21.05,0
StraightTrack,Bayes,19,66.03,6.12,15.23,9.23,13.1,16.43,0
ComplexTrack,Bayes,27.67,68.41,4.26,14.76,10.96,20.12,23.99,0
StraightTrack,Gauss,17.89,75.78,5.61,13.55,8.25,12.36,15.56,0
StraightTrack,Nightingale,18.11,69.4,5.41,14.28,8.26,12.29,15.61,0
ComplexTrack,Nightingale,27,77.09,5.45,15.56,11.46,20.17,23.88,0
ComplexTrack,Gauss,28.84,75.66,4.66,15.35,11.98,21.26,25.33,0
OvalTrack,Gauss,24.02,68.58,4.64,11.32,9.83,15.14,21.49,1
ComplexTrack,Nightingale,29.75,64.83,5.4,22.66,11.63,21.48,25.65,0
StraightTrack,Bayes,17.25,65.8,4.27,13.41,7.46,11.31,14.63,1
OvalTrack,Bayes,27.64,66.59,4.27,22.19,9.94,18.8,25.46,0
ComplexTrack,Nightingale,28.25,73.77,5.44,15.79,11.74,21.01,24.93,0
ComplexTrack,Bayes,27.84,66.15,4.24,15.89,10.58,19.89,23.74,0
ComplexTrack,Nightingale,29.24,66.37,5.5,16.67,11.55,20.76,25.2,0
OvalTrack,Nightingale,24.18,73.95,5.44,14.53,7.04,10.35,12.98,1
